Step,AgentID,Energy,Temp,Valence,Beta,Alive,X,Y
4,9,54.68487206168667,9.965946774588314,-0.02747622860387344,5.869553031222056,True,63,32
4,10,48.64512773831355,8.375114253341785,-0.765265443804299,3.2529006766699773,True,70,27
5,1,87.72441819921275,12.62811482734971,0.4769251777508105,8.787230704966639,True,29,33
5,2,99.85,10.423514222856374,0.22233783951882816,7.168021971175731,True,65,10
5,3,72.39452192894724,12.81777767743123,0.5138955007109223,9.051005620236117,True,45,34
5,4,85.32066075474712,9.597438339029658,-0.016950585788113717,5.919186361991627,True,57,38
5,5,57.67176611815098,8.555768397816156,-0.20055778267736565,5.110581749740746,True,10,37
5,6,74.80365528048489,7.507143989697274,-0.3079892788768581,4.6896973343712745,True,5,29
5,7,86.20830096774466,13.201343415412307,0.5007939677845648,8.956635403444135,True,35,35
5,8,39.9033538315281,14.496195534614673,0.19242570591932015,6.9985293488657945,True,33,10
5,9,54.53487206168667,9.881738287928592,-0.0501691318262131,5.763956687332953,True,64,31
5,10,48.49512773831355,8.115207134212296,-0.8031221139343718,3.155862322809009,True,70,28
6,1,87.57441819921274,13.215558909975378,0.5211327397007534,9.103561048519445,True,30,33
6,2,99.69999999999999,11.008596686819569,0.3674356892965749,8.050289235536459,True,64,11
6,3,72.24452192894724,13.473292070330082,0.5705430575860939,9.470615646707786,True,46,33
6,4,85.17066075474712,9.645681146806048,0.009126771637687728,6.043968825900288,True,57,39
6,5,57.52176611815098,8.671836500100852,-0.07390742869254074,5.6555282961475415,True,11,36
6,6,74.65365528048488,7.292567954628386,-0.27062398135366983,4.831999147212985,True,6,28
6,7,86.05830096774466,13.734171619347707,0.5136076622448991,9.048921678121848,True,35,34
6,8,39.7533538315281,15.230884355256745,0.16933095180842522,6.870413067324087,True,33,11
6,9,54.38487206168667,9.770454664170748,-0.0746149285988654,5.6523281732758335,True,63,31
6,10,48.34512773831355,7.866264157091414,-0.8214504592089742,3.109926529200721,True,71,27
7,1,87.42441819921274,13.76626645501186,0.5329626618350444,9.190125557656572,True,31,32
7,2,99.54999999999998,11.748370305339302,0.5163708609858381,9.068946978711686,True,63,11
7,3,72.09452192894723,14.115611320822916,0.59925353474879,9.6906576935145,True,46,32
7,4,85.02066075474711,9.628817067098831,-0.00126956890027409,5.993909162897216,True,58,38
7,5,57.37176611815098,9.033951360282373,0.10050148685708385,6.502330549483692,True,12,36
7,6,74.50365528048488,7.196783076519334,-0.2006883400558221,5.110047998290801,True,7,29
7,7,85.90830096774465,14.305650343430234,0.5367560869799499,9.218057562106996,True,34,34
7,8,39.6033538315281,15.962398873540272,0.15420437839846748,6.787773451394675,True,34,10
7,9,54.23487206168667,9.741776089296756,-0.056240387108915754,5.73602900268663,True,62,31
7,10,48.19512773831355,7.601040993288103,-0.8389595410467074,3.066668632412296,True,71,26
8,1,87.27441819921273,14.370307427464871,0.5613939860822313,9.401550834804265,True,30,31
8,2,99.39999999999998,12.602348345426003,0.6514137326261835,10.10358645458053,True,62,12
8,3,71.94452192894722,14.778359217810934,0.624651279644481,9.889568284309043,True,46,31
8,4,84.8706607547471,9.616805206020283,-0.005566485771583749,5.973340272750521,True,57,37
8,5,57.22176611815098,9.51162652143746,0.25137095657628516,7.33645851091638,True,12,35
8,6,74.35365528048487,7.262506434591028,-0.09412366080481589,5.564797192038107,True,8,28
8,7,85.75830096774465,14.79009089894401,0.5158298743934806,9.065022884947954,True,33,33
8,8,39.453353831528105,16.598310031240867,0.10688709011932179,6.5356325810208915,True,34,11
8,9,54.084872061686674,9.789834108503115,-0.014521024582806075,5.930702370346744,True,61,32
8,10,48.04512773831355,7.374680061607982,-0.83392009730007,3.0790570311382885,True,70,25
9,1,87.12441819921273,14.954485457651716,0.5705076037240767,9.470347034596854,True,31,30
9,2,99.24999999999997,13.515638682807989,0.7561643745285043,10.98676063029011,True,61,12
9,3,81.79452192894722,15.455905496069658,0.6458092790901782,10.058387791155317,True,47,30
9,4,84.7206607547471,9.72366251084178,0.03940303046564878,6.19214710703044,True,57,36
9,5,57.07176611815098,10.06098353369292,0.3705653788479549,8.070470414208305,True,13,34
9,6,74.20365528048487,7.439431658727679,0.014295893171770255,6.069014182734001,True,8,27
9,7,85.60830096774464,15.280303109574966,0.5055828088884707,8.991014739283816,True,32,32
9,8,39.303353831528106,17.242456281360948,0.08179075411962464,6.405724684599852,True,35,12
9,9,53.934872061686676,9.867359656250567,0.022297604349297298,6.10798879397484,True,60,33
9,10,47.895127738313555,7.241809841655158,-0.7935001463611695,3.180248543715951,True,70,26
10,1,86.97441819921272,15.583006698027752,0.5937130583848607,9.647800056448174,True,30,30
10,2,99.09999999999997,14.474904606516406,0.8374049942004692,11.724532771062163,True,61,11
10,3,91.64452192894721,16.094687347189804,0.6429983079021655,10.035794134101224,True,47,29
10,4,84.5706607547471,9.880257312241763,0.08627973883938245,6.428770200402234,True,57,35
10,5,56.921766118150984,10.816867842281903,0.5246929507443664,9.129526486807643,True,14,33
10,6,74.05365528048486,7.556359773274719,0.05534878172187958,6.2716438330015185,True,9,28
10,7,85.45830096774463,15.768116108519127,0.4984748849107469,8.940033864526933,True,33,32
10,8,39.15335383152811,17.932273163085256,0.08500120516150177,6.422198042698332,True,34,13
10,9,53.78487206168668,9.965482742582818,0.05262779714247873,6.258006644093013,True,59,32
10,10,47.745127738313556,7.109189419013897,-0.7691482568732034,3.242812029506957,True,69,26
11,1,86.82441819921272,16.111399365273414,0.567584901929181,9.448229701399871,True,31,29
11,2,98.94999999999996,15.361137804336561,0.8569362756483437,11.9091675960703,True,61,10
11,3,100.0,16.73995021238134,0.6439041308179141,10.043069291628141,True,47,28
11,4,84.42066075474709,10.081072426811541,0.1320938891315407,6.668764300918712,True,56,35
11,5,56.771766118150985,11.723410427764142,0.6774328046395153,10.316099291158423,True,15,32
11,6,73.90365528048486,7.861157625256272,0.1551284098257481,6.792792999246361,True,10,29
11,7,85.30830096774463,16.24368414939926,0.4893121472985017,8.874741312655386,True,33,31
11,8,39.00335383152811,18.569287241513393,0.06580635446815833,6.324332862731453,True,35,14
11,9,53.63487206168668,10.17608133138383,0.11581611380589223,6.582485175466028,True,60,31
11,10,47.59512773831356,7.051813271799633,-0.7244394130096267,3.3608971216246486,True,68,25
12,1,86.67441819921271,16.687192210565094,0.5708680792741806,9.47307849127284,True,32,30
12,2,98.79999999999995,16.14168907090994,0.826382272018358,11.621598271475452,True,60,11
12,3,100.0,17.385628478400648,0.644613784898471,10.048772594507117,True,47,27
12,4,84.27066075474708,10.329018670327882,0.1784348308854605,6.9206336540129705,True,55,34
12,5,56.62176611815099,12.708419578803644,0.8004633431995102,11.383103920942066,True,16,32
12,6,73.75365528048485,8.357011736564447,0.29141869041871804,7.57531111290823,True,11,29
12,7,85.15830096774462,16.750696368211724,0.49639217590408613,8.925150675671041,True,33,30
12,8,38.85335383152811,19.241790487936754,0.06848511125024154,6.3379004749108585,True,35,15
12,9,53.48487206168668,10.334265384363974,0.13276328947559263,6.672336515824044,True,59,30
12,10,47.44512773831356,7.08342793658193,-0.6620177818928539,3.53299249357276,True,68,24
13,1,86.5244181992127,17.18294454491206,0.5408217813032953,9.248088617911096,True,32,31
13,2,98.64999999999995,16.963711885853943,0.8246384891886158,11.605397139789005,True,59,11
13,3,100.0,18.025710060623833,0.6428009038283569,10.034209373922982,True,47,26
13,4,84.12066075474708,10.684293765845092,0.24917093673816063,7.3235575837524,True,54,33
13,5,56.47176611815099,13.680921414277446,0.8692787401092267,12.027340837825605,True,16,31
13,6,73.60365528048484,8.984942473821846,0.42602350915419124,8.436590658231559,True,11,30
13,7,85.00830096774462,17.28120223762197,0.5100376533065496,9.023114763012007,True,34,29
13,8,38.70335383152811,19.893889312510673,0.061930596579714794,6.304753965258051,True,35,16
13,9,53.33487206168668,10.600939885280471,0.18632777405195466,6.964471245893057,True,59,29
13,10,47.29512773831356,7.1289056041321,-0.6190196021156421,3.656636689130925,True,69,23
14,1,86.3744181992127,17.55734331718388,0.4742525776907041,8.768462972924688,True,31,31
14,2,98.49999999999994,17.768379474542698,0.8166501289886714,11.5314671490681,True,60,12
14,3,100.0,18.654296166963192,0.6371149848327577,9.988670064226493,True,47,25
14,4,83.97066075474707,11.139882203889394,0.3317379372606171,7.823639214761384,True,53,33
14,5,56.32176611815099,14.5692710415395,0.8769070949703575,12.10096431890394,True,17,31
14,6,73.45365528048484,9.595083393230908,0.4996704732561396,8.948588835400798,True,10,30
14,7,84.85830096774461,17.869045258425523,0.5411598003053513,9.250589779820396,True,35,28
14,8,38.55335383152811,20.519785619996963,0.04751688094234848,6.232471564697193,True,36,17
14,9,53.18487206168668,10.884102340269568,0.22506164642681123,7.183658447494804,True,58,28
14,10,47.14512773831356,7.113678677017518,-0.617502532115216,3.6610772823209725,True,68,22
15,1,86.22441819921269,17.856679833644744,0.40428615319876865,8.291147603109787,True,30,32
15,2,98.34999999999994,18.40627223952305,0.7451471833853442,10.890351523890402,True,59,12
15,3,100.0,19.26566816202861,0.6268177889258221,9.906723820246693,True,46,24
15,4,83.82066075474707,11.620035567709893,0.39110410788456973,8.204171591125467,True,53,34
15,5,66.171766118151,15.420613152730601,0.8666811014586551,12.00237264181238,True,17,30
15,6,73.30365528048483,9.955032112663853,0.44378177172686156,8.557301427119603,True,11,31
15,7,84.7083009677446,18.502557408317024,0.5781007401398114,9.528049824775906,True,36,27
15,8,38.403353831528115,21.153759019416388,0.04209948833317843,6.2055190155872095,True,36,18
15,9,53.034872061686684,11.26737118980284,0.288344527669396,7.556703811645483,True,58,29
15,10,46.99512773831356,7.192757951801314,-0.5788698093556097,3.775993858191137,True,67,23
16,1,86.07441819921269,18.02057104238214,0.3081281754142199,7.677254602051592,True,29,31
16,2,98.19999999999993,19.048598318617096,0.7040187416688242,10.537859748331023,True,58,11
16,3,100.0,19.908399365305392,0.6331831546662059,9.957300422705945,True,46,25
16,4,83.67066075474706,11.981988115559812,0.37944348387070936,8.127994842692136,True,52,33
16,5,76.02176611815099,16.16349983100897,0.8171633321865406,11.5362025097361,True,18,29
16,6,73.15365528048483,10.488605501931689,0.4796984187432514,8.806747633740803,True,12,30
16,7,84.5583009677446,19.168052972610862,0.6130586698014221,9.798275541788183,True,37,28
16,8,38.253353831528116,21.74689698502396,0.022514879242939254,6.109050576344089,True,36,19
16,9,52.884872061686686,11.569008723052162,0.2936617299013662,7.588916693935265,True,59,28
16,10,46.845127738313565,7.3236149072589365,-0.5349791034303141,3.9109338683276,True,66,22
17,1,85.92441819921268,18.21259192743128,0.2616852592681876,7.397245318448613,True,29,32
17,2,98.04999999999993,19.67342976201174,0.6723438223591521,10.274185910434294,True,57,12
17,3,100.0,20.447963126115763,0.5957353971238717,9.66342158569053,True,45,24
17,4,83.52066075474706,12.445735953926313,0.41316522566902614,8.350251429804644,True,52,32
17,5,85.87176611815099,16.801801565139666,0.7456186929642028,10.894460222806563,True,19,28
17,6,73.00365528048482,11.133462122019619,0.545761699281123,9.284708769848727,True,12,29
17,7,84.4083009677446,19.732535715080772,0.5936282988688171,9.647145884336414,True,37,27
17,8,38.10335383152812,22.294421356989883,-0.007481323667863169,5.964196895115619,True,35,20
17,9,52.73487206168669,11.796338170352975,0.2671288168611447,7.429529428327886,True,60,28
17,10,46.695127738313566,7.552481058879972,-0.4694410014097712,4.121456696983342,True,67,22
18,1,85.77441819921268,18.31683538741335,0.19870853955374004,7.033794376812173,True,28,31
18,2,97.89999999999992,20.227030189466475,0.6248464643973857,9.891112639233244,True,57,11
18,3,100.0,21.019303879012895,0.585977539433176,9.58827982221634,True,45,25
18,4,83.37066075474705,12.933885474301285,0.4431589435514043,8.553038706437057,True,51,31
18,5,95.72176611815098,17.30793945538491,0.6498263718766198,10.090764168486857,True,20,29
18,6,72.85365528048482,11.661950444452991,0.5388523485420225,9.233529299399796,True,13,28
18,7,84.25830096774459,20.303086330833324,0.584397225622311,9.57616548878888,True,36,28
18,8,37.95335383152812,22.75174687929899,-0.061558585277073516,5.7116765726925385,True,35,19
18,9,52.58487206168669,11.914246580846575,0.20744065431412678,7.0831023211045085,True,61,29
18,10,46.54512773831357,7.670606983889067,-0.47441423084222345,4.105091713497288,True,68,21
19,1,85.62441819921267,18.46185873063475,0.17723446102080398,6.9139909879198385,True,28,30
19,2,97.74999999999991,20.731378857734775,0.5766473459457513,9.516977852962247,True,58,12
19,3,100.0,21.494165764304967,0.5415312777767342,9.25333929691379,True,44,26
19,4,93.22066075474704,13.511347088594409,0.49688001184809233,8.928634562897198,True,51,30
19,5,100.0,17.812713039620665,0.5918052568202732,9.633086417151965,True,20,30
19,6,72.70365528048481,12.222030204710684,0.5473433132282908,9.296464065124624,True,14,29
19,7,84.10830096774458,20.7269376865717,0.5201788776687365,9.096616865381206,True,35,29
19,8,37.80335383152812,23.158560431408354,-0.1142097303224969,5.476091874600863,True,34,18
19,9,52.43487206168669,11.898763247472894,0.11827105923900393,6.5954255920492955,True,61,28
19,10,46.39512773831357,7.715270230530965,-0.5067832398485719,4.0001540678842655,True,69,20
20,1,85.47441819921266,18.64910524369934,0.18123928183831836,6.936177946891796,True,27,31
20,2,97.59999999999991,21.17505768673612,0.5234599391679892,9.120525477400935,True,59,13
20,3,100.0,21.9125483676552,0.49227180800613446,8.895779187338155,True,44,25
20,4,100.0,14.097890554781426,0.5327453935836621,9.188528318464423,True,50,30
20,5,100.0,18.30038492978382,0.5501519101574264,9.317375565457406,True,20,31
20,6,72.5536552804848,12.955451031996478,0.6217743188512922,9.86683293765318,True,15,30
20,7,83.95830096774458,21.007898240107895,0.4244915480157206,8.426257368380675,True,34,30
20,8,37.65335383152812,23.462960879120192,-0.1867656591087619,5.167282604578325,True,35,18
20,9,52.28487206168669,11.920993731271055,0.07985482906266678,6.39581156066741,True,60,29
20,10,46.24512773831357,7.6918218717493945,-0.5534492874217681,3.8535701846455366,True,68,19
21,1,95.32441819921266,18.756050000853676,0.15152147196472615,6.77322030602164,True,26,32
21,2,97.4499999999999,21.487137013252564,0.4389076941073707,8.523999235206134,True,58,13
21,3,100.0,22.336756433845903,0.4650463112799611,8.704120360949139,True,43,24
21,4,100.0,14.69467770125251,0.5583620947386313,9.37877488318065,True,49,29
21,5,100.0,18.74350449687754,0.5073389729319441,9.003655374255635,True,19,30
21,6,72.4036552804848,13.799738950390761,0.7107797586684885,10.595011489675402,True,15,29
21,7,83.80830096774457,21.152147141773902,0.3123944894758351,7.70350223223605,True,33,29
21,8,37.50335383152812,23.785052525125298,-0.22322273706321255,5.018751911464325,True,34,17
21,9,52.13487206168669,11.987845674002424,0.07465367453014739,6.369254366780839,True,61,30
21,10,46.09512773831357,7.786458273489226,-0.5342150117571279,3.9133252487492216,True,67,20
22,1,100.0,18.804714724420023,0.11037877260537443,6.553914385891374,True,25,32
22,2,97.2999999999999,21.808397409483135,0.39184877495665066,8.209060548389163,True,57,13
22,3,99.85,22.789198473167822,0.46000460249674446,8.669084153329784,True,43,23
22,4,100.0,15.363062088825401,0.6023710118723351,9.714856179199261,True,49,28
22,5,100.0,19.168368539472308,0.474349000797073,8.769139384963395,True,18,30
22,6,72.2536552804848,14.496647303185625,0.7052311963190387,10.548086048743592,True,16,30
22,7,83.65830096774457,21.31131554367704,0.2511040544467561,7.334892185024804,True,34,28
22,8,37.353353831528125,24.004785382098778,-0.28604049944853355,4.772771052534982,True,33,18
22,9,51.984872061686694,11.927062327841382,0.020478866253671693,6.0991081906123785,True,60,30
22,10,45.94512773831357,7.938757941640263,-0.49960913979385935,4.023178079724317,True,66,21
23,1,100.0,18.87817414986067,0.09561103373948306,6.476940774704943,True,25,33
23,2,97.14999999999989,22.110602503143742,0.35599130243823324,7.976921109851554,True,56,12
23,3,99.69999999999999,23.22812017786193,0.4515714433756892,8.610794786941039,True,42,24
23,4,100.0,16.02636759309025,0.6267448088293402,9.906145442202714,True,48,27
23,5,100.0,19.558236260193958,0.44055648876690384,8.535250113263453,True,18,31
23,6,72.10365528048479,15.276738490251843,0.7351751926179102,10.803818358110261,True,15,31
23,7,83.50830096774456,21.561214612049884,0.2506220600171914,7.332064428505285,True,34,27
23,8,37.203353831528126,24.168956073629907,-0.3459560230566646,4.549396791068644,True,32,17
23,9,51.834872061686696,11.952758239439959,0.022565684391633763,6.109298878368394,True,59,31
23,10,45.795127738313575,8.138539143663541,-0.4598530030670008,4.1531914665420775,True,65,22
24,1,100.0,18.876265893149956,0.05660331755940448,6.277941394238365,True,24,34
24,2,96.99999999999989,22.401989240146552,0.33014947626406393,7.813703492506354,True,55,12
24,3,99.54999999999998,23.61375581356081,0.4251971203049666,8.431014977950294,True,42,25
24,4,100.0,16.743960298608926,0.6630839675050746,10.198357146323842,True,48,26
24,5,100.0,19.927414774326156,0.41200529891302146,8.342506479748073,True,19,32
24,6,71.95365528048478,15.917210053669484,0.6972937409378026,10.481318289642534,True,14,31
24,7,83.35830096774455,21.84481155997059,0.2638120151785975,7.409841739376433,True,33,27
24,8,37.05335383152813,24.232755087987027,-0.4220540080911473,4.280698780568445,True,32,16
24,9,51.6848720616867,12.012175125323791,0.037306164988513316,6.181768534853617,True,58,30
24,10,45.645127738313576,8.377911284099394,-0.42016294566585644,4.287179736583653,True,64,23
25,1,100.0,18.83682286534214,0.01818477941251595,6.087924948808192,True,23,34
25,2,96.84999999999988,22.63156761964888,0.28992103755936965,7.566240398826704,True,55,11
25,3,99.39999999999998,23.92043732761689,0.3777908778054122,8.117256044197159,True,43,25
25,4,100.0,17.441240630255304,0.6767625131615963,10.310568939317841,True,48,25
25,5,100.0,20.221902936040607,0.3649984440335933,8.034608104565296,True,20,32
25,6,71.80365528048478,16.370748527841396,0.5997916342314465,9.694830221857387,True,14,30
25,7,83.20830096774455,22.054169332933633,0.2420303182923752,7.2818410655941,True,33,26
25,8,36.90335383152813,24.260898604656145,-0.4819749981870388,4.080336541509564,True,31,15
25,9,51.5348720616867,12.193586370549367,0.09494819708333824,6.473507162142986,True,57,29
25,10,45.49512773831358,8.651226322673441,-0.38277175196989555,4.417359271472219,True,65,23
26,1,100.0,18.857427237954752,0.01915261669255488,6.092640470694594,True,23,33
26,2,96.69999999999987,22.827811687561088,0.2524502497005048,7.342795797820301,True,55,10
26,3,99.24999999999997,24.17438802961812,0.32825480748373936,7.80186895972727,True,42,26
26,4,100.0,18.11367937395408,0.6750330053764685,10.296313036470359,True,49,26
26,5,100.0,20.444480877237684,0.30803024289898673,7.676653143330235,True,21,31
26,6,71.65365528048477,16.750671237003544,0.5118440642037272,9.03616375174274,True,13,31
26,7,83.05830096774454,22.292384122666196,0.24050410686845033,7.272955587927743,True,34,26
26,8,36.75335383152813,24.182280924162477,-0.5606320711096897,3.8314901948668023,True,31,16
26,9,51.3848720616867,12.488019212988059,0.17474205522547964,6.900218745923354,True,56,29
26,10,45.34512773831358,8.806729974173871,-0.40746159058176235,4.330964202398045,True,65,24
27,1,100.0,18.96215121324938,0.05338116013338451,6.2617794213691225,True,24,32
27,2,96.54999999999987,22.965097154833483,0.206384336729261,7.0771192450421925,True,56,11
27,3,99.09999999999997,24.376498364294957,0.2777970183609776,7.493208552084487,True,41,26
27,4,100.0,18.608489225389924,0.6029437438002182,9.719308405741183,True,50,25
27,5,100.0,20.6196147143703,0.2548716805924386,7.357033641812487,True,21,30
27,6,71.50365528048476,16.96829218193326,0.39415481649412304,8.224218874068027,True,14,32
27,7,82.90830096774454,22.55470051683582,0.24922902178891956,7.323897903030514,True,35,25
27,8,36.60335383152813,24.147534412879587,-0.5902778471789676,3.7416892908148824,True,31,17
27,9,51.2348720616867,12.838179848034871,0.2449094871540127,7.298632916841468,True,55,29
27,10,45.19512773831358,8.918249712476289,-0.4398690590280873,4.220122778287389,True,66,24
28,1,100.0,19.06462796144481,0.07301939535820211,6.360932496268159,True,24,31
28,2,96.39999999999986,23.16923178370975,0.2054844535880639,7.072026214277679,True,57,10
28,3,98.94999999999996,24.571549974245425,0.24469885499677385,7.29740315901806,True,41,25
28,4,100.0,19.02639243296367,0.5289275293096299,9.160506690159234,True,50,26
28,5,100.0,20.78138933262363,0.2176328556567947,7.14109234219997,True,21,29
28,6,71.35365528048476,17.30758086440698,0.3722083628859611,8.081085111847443,True,15,33
28,7,82.75830096774453,22.87935883320181,0.279400739619748,7.502828336026857,True,34,24
28,8,36.45335383152813,24.14502439761341,-0.5951707144138483,3.72707184681636,True,32,18
28,9,51.0848720616867,13.23767798629201,0.30674494759526305,7.6687637870995875,True,54,29
28,10,45.04512773831358,8.935170954966875,-0.49715293842061437,4.031091240123769,True,65,25
29,1,100.0,19.20507457472378,0.09999028252650985,6.499671877542017,True,23,32
29,2,96.24999999999986,23.349324596910993,0.19532779743333498,7.014796523197473,True,57,9
29,3,98.79999999999995,24.79581391415274,0.23652488896098967,7.249839860363036,True,40,25
29,4,100.0,19.359054915277763,0.45042151051141466,8.60287696075644,True,49,27
29,5,100.0,20.904990454169774,0.18002016201253462,6.929416419032652,True,22,29
29,6,71.20365528048475,17.682878536523212,0.3734440865780697,8.089077852588673,True,16,33
29,7,82.60830096774453,23.164456564811804,0.28167953641584653,7.51651874824127,True,35,23
29,8,36.303353831528135,24.23270819321895,-0.5620289104060897,3.827211005393739,True,33,19
29,9,60.934872061686704,13.68016631947645,0.3610423018309342,8.009219460428962,True,53,28
29,10,44.89512773831358,9.007961674087877,-0.5091754754039655,3.9925059400373435,True,64,24
30,1,100.0,19.340423240593783,0.11413363586390646,6.573631226543299,True,22,31
30,2,96.09999999999985,23.44397723240995,0.15505773265958359,6.792408933816703,True,58,9
30,3,98.64999999999995,25.002184484156583,0.2227155740528653,7.17018838604253,True,40,26
30,4,100.0,19.678997616156074,0.3982299866581732,8.251074700208775,True,48,28
30,5,100.0,20.97623262065013,0.13650896379966335,6.692360421707904,True,23,30
30,6,71.05365528048475,18.103659337468002,0.39237877232475793,8.21254191077039,True,17,32
30,7,82.45830096774452,23.496292580235824,0.30174212801911604,7.638132771286067,True,35,24
30,8,36.153353831528136,24.38757989420106,-0.5152686658508091,3.97309161730381,True,34,19
30,9,70.78487206168671,14.213466237426847,0.429945348278719,8.463101786493088,True,52,27
30,10,44.745127738313585,9.18610295169275,-0.4742487742004308,4.105635121211994,True,63,23
31,1,100.0,19.565300211554046,0.15843096990244923,6.810763613981626,True,22,32
31,2,95.94999999999985,23.537327092989916,0.13037458382773667,6.6595980927020495,True,58,10
31,3,98.49999999999994,25.139151589639393,0.07884250223859504,6.390633936245977,True,39,25
31,4,100.0,19.97367306138871,0.35680817008795773,7.982135684552164,True,48,29
31,5,100.0,20.99938211689584,0.09116517677808252,6.453945251084144,True,23,31
31,6,80.90365528048474,18.585497637078742,0.4281625832391506,8.451040212125832,True,18,32
31,7,82.30830096774451,23.764953210120904,0.2885095287655015,7.557701369012751,True,34,25
31,8,36.00335383152814,24.58259841526338,-0.4711537910855568,4.115813213522579,True,33,20
31,9,80.6348720616867,14.825293635049169,0.5026981680161604,8.970289982992597,True,53,26
31,10,44.595127738313586,9.4714582134467,-0.4104071598186737,4.320770493688399,True,63,22
32,1,100.0,19.72940556855732,0.16070072474277852,6.8231418597571984,True,21,32
32,2,95.79999999999984,23.687402854099155,0.13825505474033759,6.701715329918201,True,59,10
32,3,98.34999999999994,25.306875714716014,-0.019784148687491315,5.905783649206909,True,39,26
32,4,100.0,20.17546182032753,0.2948004056283033,7.595832895767967,True,49,30
32,5,100.0,20.99860925390738,0.05438996087146452,6.266834971273293,True,24,30
32,6,90.75365528048474,19.032287897862737,0.4356136542570885,8.50156609192382,True,18,33
32,7,82.15830096774451,23.924575355946107,0.23695457558938218,7.252332416142434,True,35,26
32,8,35.85335383152814,24.707643336661015,-0.47267430609227656,4.110809732681801,True,34,20
32,9,90.4848720616867,15.339841402188346,0.5074380076653672,9.004368742202402,True,53,25
32,10,44.44512773831359,9.769764490405015,-0.36692178510787626,4.473727890977434,True,62,22
33,1,100.0,19.942783058460797,0.18177143080705874,6.939131439479555,True,20,33
33,2,95.64999999999984,23.797427433805872,0.12696286472688953,6.641446333039086,True,59,9
33,3,98.19999999999993,25.409185685483692,-0.052794477519565904,5.751863488217051,True,38,27
33,4,100.0,20.22895587817762,0.19827786651701718,7.031371381776438,True,48,30
33,5,100.0,20.975658246303556,0.023453573481349747,6.113639923788554,True,25,29
33,6,100.0,19.375523500580197,0.39866243364123705,8.253929715926384,True,18,34
33,7,82.0083009677445,24.066264157509586,0.1988482659790209,7.034580666313069,True,35,27
33,8,35.70335383152814,24.87557066800291,-0.4564336511186064,4.164567998260896,True,35,21
33,9,100.0,15.84477951273576,0.5064380488181859,8.997168424045487,True,54,24
